Gene stable ID	Gene name	Human gene stable ID	Human gene name
ENSMUSG00000029231	Pdgfra	ENSG00000134853	PDGFRA
ENSMUSG00000031595	Pdgfrl	ENSG00000104213	PDGFRL
ENSMUSG00000050890	Pdik1l	ENSG00000175087	PDIK1L
ENSMUSG00000006494	Pdk1	ENSG00000152256	PDK1
ENSMUSG00000055044	Pdlim1	ENSG00000107438	PDLIM1
ENSMUSG00000031636	Pdlim3	ENSG00000154553	PDLIM3
ENSMUSG00000029202	Pds5a	ENSG00000121892	PDS5A
ENSMUSG00000035357	Pdzrn3	ENSG00000121440	PDZRN3
ENSMUSG00000020134	Peli1	ENSG00000197329	PELI1
ENSMUSG00000028957	Per3	ENSG00000049246	PER3
ENSMUSG00000019809	Pex3	ENSG00000034693	PEX3
ENSMUSG00000038025	Phf2	ENSG00000197724	PHF2
ENSMUSG00000048874	Phf3	ENSG00000118482	PHF3
ENSMUSG00000025537	Phkg1	ENSG00000164776	PHKG1
ENSMUSG00000012520	Phox2b	ENSG00000109132	PHOX2B
ENSMUSG00000055108	Phxr2		
ENSMUSG00000037747	Phyhipl	ENSG00000165443	PHYHIPL
ENSMUSG00000032405	Pias1	ENSG00000033800	PIAS1
ENSMUSG00000041417	Pik3r1	ENSG00000145675	PIK3R1
ENSMUSG00000028698	Pik3r3	ENSG00000117461	PIK3R3
ENSMUSG00000028698	Pik3r3	ENSG00000278139	P3R3URF-PIK3R3
ENSMUSG00000050017	Pitpnb	ENSG00000180957	PITPNB
ENSMUSG00000040430	Pitpnc1	ENSG00000154217	PITPNC1
ENSMUSG00000021193	Pitrm1	ENSG00000107959	PITRM1
ENSMUSG00000024083	Pja2	ENSG00000198961	PJA2
ENSMUSG00000024247	Pkdcc	ENSG00000162878	PKDCC
ENSMUSG00000035934	Pknox2	ENSG00000165495	PKNOX2
ENSMUSG00000026991	Pkp4	ENSG00000144283	PKP4
ENSMUSG00000054580	Pla2r1	ENSG00000153246	PLA2R1
ENSMUSG00000030214	Plbd1	ENSG00000121316	PLBD1
ENSMUSG00000051177	Plcb1	ENSG00000182621	PLCB1
ENSMUSG00000039943	Plcb4	ENSG00000101333	PLCB4
ENSMUSG00000043648	Pld6	ENSG00000179598	PLD6
ENSMUSG00000031557	Plekha2		
ENSMUSG00000002733	Plekha3	ENSG00000116095	PLEKHA3
ENSMUSG00000030231	Plekha5	ENSG00000052126	PLEKHA5
ENSMUSG00000052609	Plekhg3	ENSG00000126822	PLEKHG3
ENSMUSG00000015745	Plekho1	ENSG00000023902	PLEKHO1
ENSMUSG00000035818	Plekhs1	ENSG00000148735	PLEKHS1
ENSMUSG00000038583	Pln	ENSG00000198523	PLN
ENSMUSG00000021759	Plpp1	ENSG00000067113	PLPP1
ENSMUSG00000027998	Plrg1	ENSG00000171566	PLRG1
ENSMUSG00000029765	Plxna4	ENSG00000221866	PLXNA4
ENSMUSG00000030123	Plxnd1	ENSG00000004399	PLXND1
ENSMUSG00000018217	Pmp22	ENSG00000109099	PMP22
ENSMUSG00000041141	Pnmal1	ENSG00000182013	PNMA8A
ENSMUSG00000020260	Pofut2	ENSG00000186866	POFUT2
ENSMUSG00000029649	Pomp	ENSG00000132963	POMP
ENSMUSG00000027750	Postn	ENSG00000133110	POSTN
ENSMUSG00000028013	Ppa2	ENSG00000138777	PPA2
ENSMUSG00000029167	Ppargc1a	ENSG00000109819	PPARGC1A
ENSMUSG00000026458	Ppfia4	ENSG00000143847	PPFIA4
ENSMUSG00000046442	Ppm1e	ENSG00000175175	PPM1E
ENSMUSG00000034613	Ppm1h	ENSG00000111110	PPM1H
ENSMUSG00000027784	Ppm1l	ENSG00000163590	PPM1L
ENSMUSG00000073557	Ppp1r12b	ENSG00000077157	PPP1R12B
ENSMUSG00000040653	Ppp1r14c	ENSG00000198729	PPP1R14C
ENSMUSG00000052221	Ppp1r36	ENSG00000165807	PPP1R36
ENSMUSG00000042717	Ppp1r3a	ENSG00000154415	PPP1R3A
ENSMUSG00000046794	Ppp1r3b	ENSG00000173281	PPP1R3B
ENSMUSG00000067279	Ppp1r3c	ENSG00000119938	PPP1R3C
ENSMUSG00000032058	Ppp2r1b	ENSG00000137713	PPP2R1B
ENSMUSG00000043154	Ppp2r3a	ENSG00000073711	PPP2R3A
ENSMUSG00000026626	Ppp2r5a	ENSG00000066027	PPP2R5A
ENSMUSG00000028161	Ppp3ca	ENSG00000138814	PPP3CA
ENSMUSG00000050271	Prag1	ENSG00000275342	PRAG1
ENSMUSG00000035456	Prdm8	ENSG00000152784	PRDM8
ENSMUSG00000039621	Prex1	ENSG00000124126	PREX1
ENSMUSG00000036158	Prickle1	ENSG00000139174	PRICKLE1
ENSMUSG00000038205	Prkab2	ENSG00000131791	PRKAB2
ENSMUSG00000005034	Prkacb	ENSG00000142875	PRKACB
ENSMUSG00000020612	Prkar1a	ENSG00000108946	PRKAR1A
ENSMUSG00000045038	Prkce	ENSG00000171132	PRKCE
ENSMUSG00000078816	Prkcg	ENSG00000126583	PRKCG
ENSMUSG00000021108	Prkch	ENSG00000258989	
ENSMUSG00000021108	Prkch	ENSG00000027075	PRKCH
ENSMUSG00000002688	Prkd1	ENSG00000184304	PRKD1
ENSMUSG00000024070	Prkd3	ENSG00000115825	PRKD3
ENSMUSG00000029334	Prkg2	ENSG00000138669	PRKG2
ENSMUSG00000030069	Prok2	ENSG00000163421	PROK2
ENSMUSG00000049013	Prss48	ENSG00000189099	PRSS48
ENSMUSG00000048400	Prss54	ENSG00000103023	PRSS54
ENSMUSG00000024347	Psd2	ENSG00000146005	PSD2
ENSMUSG00000030465	Psd3		
ENSMUSG00000039067	Psmd7	ENSG00000103035	PSMD7
ENSMUSG00000029446	Psph	ENSG00000146733	PSPH
ENSMUSG00000028134	Ptbp2	ENSG00000117569	PTBP2
ENSMUSG00000029838	Ptn	ENSG00000105894	PTN
ENSMUSG00000038502	Ptov1	ENSG00000104960	PTOV1
ENSMUSG00000026064	Ptp4a1	ENSG00000112245	PTP4A1
ENSMUSG00000117310	Ptp4a1	ENSG00000112245	PTP4A1
ENSMUSG00000028788	Ptp4a2	ENSG00000184007	PTP4A2
ENSMUSG00000038042	Ptpdc1	ENSG00000158079	PTPDC1
ENSMUSG00000034573	Ptpn13	ENSG00000163629	PTPN13
ENSMUSG00000026604	Ptpn14	ENSG00000152104	PTPN14
ENSMUSG00000036057	Ptpn23	ENSG00000076201	PTPN23
ENSMUSG00000038764	Ptpn3	ENSG00000070159	PTPN3
ENSMUSG00000020154	Ptprb	ENSG00000127329	PTPRB
ENSMUSG00000028399	Ptprd	ENSG00000153707	PTPRD
ENSMUSG00000056553	Ptprn2	ENSG00000155093	PTPRN2
ENSMUSG00000030223	Ptpro	ENSG00000151490	PTPRO
ENSMUSG00000053141	Ptprt	ENSG00000196090	PTPRT
ENSMUSG00000032648	Pygm	ENSG00000068976	PYGM
ENSMUSG00000062078	Qk	ENSG00000112531	QKI
ENSMUSG00000026878	Rab14	ENSG00000119396	RAB14
ENSMUSG00000026304	Rab17	ENSG00000124839	RAB17
ENSMUSG00000021700	Rab3c	ENSG00000152932	RAB3C
ENSMUSG00000039318	Rab3gap2	ENSG00000118873	RAB3GAP2
ENSMUSG00000064181	Rab3ip	ENSG00000127328	RAB3IP
ENSMUSG00000020372	Rack1	ENSG00000204628	RACK1
ENSMUSG00000028426	Rad23b	ENSG00000119318	RAD23B
ENSMUSG00000000441	Raf1	ENSG00000132155	RAF1
ENSMUSG00000038807	Rap1gap2	ENSG00000132359	RAP1GAP2
ENSMUSG00000039844	Rapgef1	ENSG00000107263	RAPGEF1
ENSMUSG00000062232	Rapgef2	ENSG00000109756	RAPGEF2
ENSMUSG00000049044	Rapgef4	ENSG00000091428	RAPGEF4
ENSMUSG00000041992	Rapgef5	ENSG00000136237	RAPGEF5
ENSMUSG00000002104	Rapsn	ENSG00000165917	RAPSN
ENSMUSG00000070565	Rasal2	ENSG00000075391	RASAL2
ENSMUSG00000089809	Rasgef1b	ENSG00000138670	RASGEF1B
ENSMUSG00000032356	Rasgrf1	ENSG00000058335	RASGRF1
ENSMUSG00000071042	Rasgrp3	ENSG00000152689	RASGRP3
ENSMUSG00000049907	Rasl11b	ENSG00000128045	RASL11B
ENSMUSG00000026430	Rassf5	ENSG00000266094	RASSF5
ENSMUSG00000030779	Rbbp6	ENSG00000122257	RBBP6
ENSMUSG00000041238	Rbbp8	ENSG00000101773	RBBP8
ENSMUSG00000008658	Rbfox1	ENSG00000078328	RBFOX1
ENSMUSG00000033565	Rbfox2	ENSG00000100320	RBFOX2
ENSMUSG00000029136	Rbks	ENSG00000171174	RBKS
ENSMUSG00000029594	Rbm19	ENSG00000122965	RBM19
ENSMUSG00000043639	Rbm20	ENSG00000203867	RBM20
ENSMUSG00000038132	Rbm24	ENSG00000112183	RBM24
ENSMUSG00000033931	Rbm34	ENSG00000188739	RBM34
ENSMUSG00000078184	Rbm8a2	ENSG00000265241	RBM8A
ENSMUSG00000026970	Rbms1	ENSG00000153250	RBMS1
ENSMUSG00000039191	Rbpj	ENSG00000168214	RBPJ
ENSMUSG00000031586	Rbpms	ENSG00000157110	RBPMS
ENSMUSG00000029397	Rchy1	ENSG00000163743	RCHY1
ENSMUSG00000040723	Rcsd1	ENSG00000198771	RCSD1
ENSMUSG00000039852	Rere	ENSG00000142599	RERE
ENSMUSG00000040929	Rfx3	ENSG00000080298	RFX3
ENSMUSG00000020037	Rfx4	ENSG00000111783	RFX4
ENSMUSG00000070509	Rgma	ENSG00000182175	RGMA
ENSMUSG00000026360	Rgs2	ENSG00000116741	RGS2
ENSMUSG00000043333	Rhbdl2	ENSG00000158315	RHBDL2
ENSMUSG00000046768	Rhoj	ENSG00000126785	RHOJ
ENSMUSG00000036006	Ripor2	ENSG00000111913	RIPOR2
ENSMUSG00000037991	Rmi2	ENSG00000175643	RMI2
ENSMUSG00000038068	Rnf144b	ENSG00000137393	RNF144B
ENSMUSG00000028793	Rnf19b	ENSG00000116514	RNF19B
ENSMUSG00000022883	Robo1	ENSG00000169855	ROBO1
ENSMUSG00000022236	Ropn1l	ENSG00000145491	ROPN1L
ENSMUSG00000025794	Rpl14		
ENSMUSG00000024800	Rpp30	ENSG00000148688	RPP30
ENSMUSG00000025290	Rps24	ENSG00000138326	RPS24
ENSMUSG00000023809	Rps6ka2	ENSG00000071242	RPS6KA2
ENSMUSG00000039087	Rreb1	ENSG00000124782	RREB1
ENSMUSG00000058392	Rrp1b	ENSG00000160208	RRP1B
ENSMUSG00000006586	Runx1t1	ENSG00000079102	RUNX1T1
ENSMUSG00000034009	Rxfp1	ENSG00000171509	RXFP1
ENSMUSG00000053368	Rxfp2	ENSG00000133105	RXFP2
ENSMUSG00000072872	Rybp	ENSG00000163602	RYBP
ENSMUSG00000021313	Ryr2	ENSG00000198626	RYR2
ENSMUSG00000067586	S1pr3	ENSG00000213694	S1PR3
ENSMUSG00000048279	Sacs	ENSG00000151835	SACS
ENSMUSG00000052833	Sae1	ENSG00000142230	SAE1
ENSMUSG00000021838	Samd4	ENSG00000020577	SAMD4A
ENSMUSG00000031532	Saraf	ENSG00000133872	SARAF
ENSMUSG00000015305	Sash1	ENSG00000111961	SASH1
ENSMUSG00000045107	Saysd1	ENSG00000112167	SAYSD1
ENSMUSG00000042978	Sbk1	ENSG00000188322	SBK1
ENSMUSG00000022983	Scaf4	ENSG00000156304	SCAF4
ENSMUSG00000032485	Scap	ENSG00000114650	SCAP
ENSMUSG00000027777	Schip1	ENSG00000283154	IQCJ-SCHIP1
ENSMUSG00000027777	Schip1	ENSG00000151967	SCHIP1
ENSMUSG00000031610	Scrg1	ENSG00000164106	SCRG1
ENSMUSG00000022261	Sdc2	ENSG00000169439	SDC2
ENSMUSG00000035325	Sec31a	ENSG00000138674	SEC31A
ENSMUSG00000028883	Sema3a	ENSG00000075213	SEMA3A
ENSMUSG00000040254	Sema3d	ENSG00000153993	SEMA3D
ENSMUSG00000026315	Serpinb8	ENSG00000166401	SERPINB8
ENSMUSG00000024548	Setbp1	ENSG00000152217	SETBP1
ENSMUSG00000037111	Setd7	ENSG00000145391	SETD7
ENSMUSG00000031548	Sfrp1	ENSG00000104332	SFRP1
ENSMUSG00000027996	Sfrp2	ENSG00000145423	SFRP2
ENSMUSG00000029439	Sfswap	ENSG00000061936	SFSWAP
ENSMUSG00000028524	Sgip1	ENSG00000118473	SGIP1
ENSMUSG00000019970	Sgk1	ENSG00000118515	SGK1
ENSMUSG00000021054	Sgpp1	ENSG00000126821	SGPP1
ENSMUSG00000053886	Sh2d4a		
ENSMUSG00000036206	Sh3bp4	ENSG00000130147	SH3BP4
ENSMUSG00000040990	Sh3kbp1	ENSG00000147010	SH3KBP1
ENSMUSG00000029381	Shroom3	ENSG00000138771	SHROOM3
ENSMUSG00000022696	Sidt1	ENSG00000072858	SIDT1
ENSMUSG00000042700	Sipa1l1	ENSG00000197555	SIPA1L1
ENSMUSG00000001995	Sipa1l2	ENSG00000116991	SIPA1L2
ENSMUSG00000051367	Six1	ENSG00000126778	SIX1
ENSMUSG00000038805	Six3	ENSG00000138083	SIX3
ENSMUSG00000021099	Six6	ENSG00000184302	SIX6
ENSMUSG00000059182	Skap2	ENSG00000005020	SKAP2
ENSMUSG00000022245	Skor1	ENSG00000188779	SKOR1
ENSMUSG00000029219	Slc10a4		
ENSMUSG00000031684	Slc10a7	ENSG00000120519	SLC10A7
ENSMUSG00000025557	Slc15a1	ENSG00000088386	SLC15A1
ENSMUSG00000009378	Slc16a12	ENSG00000152779	SLC16A12
ENSMUSG00000037996	Slc24a2	ENSG00000155886	SLC24A2
ENSMUSG00000020744	Slc25a19	ENSG00000125454	SLC25A19
ENSMUSG00000045100	Slc25a26	ENSG00000144741	SLC25A26
ENSMUSG00000032449	Slc25a36	ENSG00000114120	SLC25A36
ENSMUSG00000040569	Slc26a7	ENSG00000147606	SLC26A7
ENSMUSG00000021629	Slc30a5	ENSG00000145740	SLC30A5
ENSMUSG00000021432	Slc35b3	ENSG00000124786	SLC35B3
ENSMUSG00000039838	Slc45a1	ENSG00000162426	SLC45A1
ENSMUSG00000069855	Slc47a2		
ENSMUSG00000029141	Slc4a1ap	ENSG00000163798	SLC4A1AP
ENSMUSG00000060961	Slc4a4	ENSG00000080493	SLC4A4
ENSMUSG00000030096	Slc6a6	ENSG00000131389	SLC6A6
ENSMUSG00000041313	Slc7a1	ENSG00000139514	SLC7A1
ENSMUSG00000027737	Slc7a11	ENSG00000151012	SLC7A11
ENSMUSG00000041052	Slc7a13	ENSG00000164893	SLC7A13
ENSMUSG00000054640	Slc8a1	ENSG00000183023	SLC8A1
ENSMUSG00000031129	Slc9a9	ENSG00000181804	SLC9A9
ENSMUSG00000030236	Slco1b2	ENSG00000257046	SLCO1B3-SLCO1B7
ENSMUSG00000030236	Slco1b2	ENSG00000134538	SLCO1B1
ENSMUSG00000030236	Slco1b2	ENSG00000111700	SLCO1B3
ENSMUSG00000030737	Slco2b1	ENSG00000137491	SLCO2B1
ENSMUSG00000025790	Slco3a1	ENSG00000176463	SLCO3A1
ENSMUSG00000038963	Slco4a1	ENSG00000101187	SLCO4A1
ENSMUSG00000047518	Slfnl1	ENSG00000171790	SLFNL1
ENSMUSG00000056427	Slit3	ENSG00000184347	SLIT3
ENSMUSG00000021870	Slmap	ENSG00000163681	SLMAP
ENSMUSG00000032402	Smad3	ENSG00000166949	SMAD3
ENSMUSG00000036867	Smad6	ENSG00000137834	SMAD6
ENSMUSG00000025880	Smad7	ENSG00000101665	SMAD7
ENSMUSG00000024921	Smarca2	ENSG00000080503	SMARCA2
ENSMUSG00000031715	Smarca5	ENSG00000153147	SMARCA5
ENSMUSG00000024974	Smc3	ENSG00000108055	SMC3
ENSMUSG00000031534	Smim19	ENSG00000176209	SMIM19
ENSMUSG00000061461	Smim20	ENSG00000250317	SMIM20
ENSMUSG00000020270	Smim23	ENSG00000185662	SMIM23
ENSMUSG00000041476	Smpx	ENSG00000091482	SMPX
ENSMUSG00000055027	Smyd1	ENSG00000115593	SMYD1
ENSMUSG00000026603	Smyd2	ENSG00000143499	SMYD2
ENSMUSG00000055067	Smyd3	ENSG00000185420	SMYD3
ENSMUSG00000021113	Snapc1	ENSG00000023608	SNAPC1
ENSMUSG00000021431	Snrnp48	ENSG00000168566	SNRNP48
ENSMUSG00000038301	Snx10	ENSG00000086300	SNX10
ENSMUSG00000025006	Sorbs1	ENSG00000095637	SORBS1
ENSMUSG00000031626	Sorbs2	ENSG00000154556	SORBS2
ENSMUSG00000063434	Sorcs3	ENSG00000156395	SORCS3
ENSMUSG00000049313	Sorl1	ENSG00000137642	SORL1
ENSMUSG00000045314	Sowahb	ENSG00000186212	SOWAHB
ENSMUSG00000076431	Sox4	ENSG00000124766	SOX4
ENSMUSG00000041540	Sox5	ENSG00000134532	SOX5
ENSMUSG00000048562	Sp8	ENSG00000164651	SP8
ENSMUSG00000021990	Spata13	ENSG00000182957	SPATA13
ENSMUSG00000021990	Spata13	ENSG00000273167	
ENSMUSG00000038305	Spats2l	ENSG00000196141	SPATS2L
ENSMUSG00000033444	Specc1l	ENSG00000258555	SPECC1L-ADORA2A
ENSMUSG00000033444	Specc1l	ENSG00000100014	SPECC1L
ENSMUSG00000026163	Sphkap	ENSG00000153820	SPHKAP
ENSMUSG00000021395	Spin1	ENSG00000106723	SPIN1
ENSMUSG00000028784	Spocd1	ENSG00000134668	SPOCD1
ENSMUSG00000020315	Sptbn1	ENSG00000115306	SPTBN1
ENSMUSG00000074899	Sptbn5	ENSG00000137877	SPTBN5
ENSMUSG00000044408	Sptssa	ENSG00000165389	SPTSSA
ENSMUSG00000022519	Srl	ENSG00000185739	SRL
ENSMUSG00000001323	Srr	ENSG00000167720	SRR
ENSMUSG00000063919	Srrm4	ENSG00000139767	SRRM4
ENSMUSG00000024097	Srsf7	ENSG00000115875	SRSF7
ENSMUSG00000042121	Ssh1	ENSG00000084112	SSH1
ENSMUSG00000027828	Ssr3	ENSG00000114850	SSR3
ENSMUSG00000022747	St3gal6	ENSG00000064225	ST3GAL6
ENSMUSG00000025789	St8sia2	ENSG00000140557	ST8SIA2
ENSMUSG00000003418	St8sia6	ENSG00000148488	ST8SIA6
ENSMUSG00000035459	Stab2	ENSG00000136011	STAB2
ENSMUSG00000016128	Stard13	ENSG00000133121	STARD13
ENSMUSG00000054905	Stfa3	ENSG00000121552	CSTA
ENSMUSG00000026094	Stk17b	ENSG00000081320	STK17B
ENSMUSG00000037885	Stk35	ENSG00000125834	STK35
ENSMUSG00000027030	Stk39	ENSG00000198648	STK39
ENSMUSG00000033855	Ston1	ENSG00000068781	STON1-GTF2A1L
ENSMUSG00000033855	Ston1	ENSG00000243244	STON1
ENSMUSG00000038143	Stox2	ENSG00000173320	STOX2
ENSMUSG00000039629	Strip2	ENSG00000128578	STRIP2
ENSMUSG00000032437	Stt3b	ENSG00000163527	STT3B
ENSMUSG00000006800	Sulf2	ENSG00000196562	SULF2
ENSMUSG00000027751	Supt20	ENSG00000102710	SUPT20H
ENSMUSG00000038954	Supt3	ENSG00000196284	SUPT3H
ENSMUSG00000024236	Svil	ENSG00000197321	SVIL
ENSMUSG00000036863	Syde2	ENSG00000097096	SYDE2
ENSMUSG00000063450	Syne2	ENSG00000054654	SYNE2
ENSMUSG00000030554	Synm	ENSG00000182253	SYNM
ENSMUSG00000050315	Synpo2	ENSG00000172403	SYNPO2
ENSMUSG00000039376	Synpo2l	ENSG00000166317	SYNPO2L
ENSMUSG00000041479	Syt15	ENSG00000204176	SYT15
ENSMUSG00000041479	Syt15	ENSG00000277758	
ENSMUSG00000026452	Syt2	ENSG00000143858	SYT2
ENSMUSG00000015755	Tab2	ENSG00000055208	TAB2
ENSMUSG00000065954	Tacc1		
ENSMUSG00000025782	Taf3	ENSG00000165632	TAF3
ENSMUSG00000054321	Taf4b	ENSG00000141384	TAF4B
ENSMUSG00000051316	Taf7	ENSG00000178913	TAF7
ENSMUSG00000041949	Tango6	ENSG00000103047	TANGO6
ENSMUSG00000053338	Tarm1	ENSG00000248385	TARM1
ENSMUSG00000022241	Tars	ENSG00000113407	TARS1
ENSMUSG00000027630	Tbl1xr1	ENSG00000177565	TBL1XR1
ENSMUSG00000071359	Tbpl1	ENSG00000028839	TBPL1
ENSMUSG00000009097	Tbx1	ENSG00000184058	TBX1
ENSMUSG00000026572	Tbx19	ENSG00000143178	TBX19
ENSMUSG00000000093	Tbx2	ENSG00000121068	TBX2
ENSMUSG00000031965	Tbx20	ENSG00000164532	TBX20
ENSMUSG00000018604	Tbx3	ENSG00000135111	TBX3
ENSMUSG00000018263	Tbx5	ENSG00000089225	TBX5
ENSMUSG00000007877	Tcap	ENSG00000173991	TCAP
ENSMUSG00000045680	Tcf21	ENSG00000118526	TCF21
ENSMUSG00000053477	Tcf4	ENSG00000196628	TCF4
ENSMUSG00000024985	Tcf7l2	ENSG00000148737	TCF7L2
ENSMUSG00000071322	Tcp10a	ENSG00000166984	TCP10L2
ENSMUSG00000071322	Tcp10a	ENSG00000242220	TCP10L
ENSMUSG00000055320	Tead1	ENSG00000187079	TEAD1
ENSMUSG00000049537	Tecrl	ENSG00000205678	TECRL
ENSMUSG00000006386	Tek	ENSG00000120156	TEK
ENSMUSG00000031561	Tenm3	ENSG00000218336	TENM3
ENSMUSG00000029552	Tes	ENSG00000135269	TES
ENSMUSG00000034832	Tet3	ENSG00000187605	TET3
ENSMUSG00000028345	Tex10	ENSG00000136891	TEX10
ENSMUSG00000026592	Tex35	ENSG00000240021	TEX35
ENSMUSG00000032900	Tex43	ENSG00000196900	TEX43
ENSMUSG00000028640	Tfap2c	ENSG00000087510	TFAP2C
ENSMUSG00000026380	Tfcp2l1	ENSG00000115112	TFCP2L1
ENSMUSG00000027082	Tfpi	ENSG00000003436	TFPI
ENSMUSG00000039239	Tgfb2	ENSG00000092969	TGFB2
ENSMUSG00000029287	Tgfbr3	ENSG00000069702	TGFBR3
ENSMUSG00000027401	Tgm3	ENSG00000125780	TGM3
ENSMUSG00000027401	Tgm3	ENSG00000286022	
ENSMUSG00000037214	Thap1	ENSG00000131931	THAP1
ENSMUSG00000055312	Them7		
ENSMUSG00000047123	Ticam1	ENSG00000127666	TICAM1
ENSMUSG00000071552	Tigit	ENSG00000181847	TIGIT
ENSMUSG00000032357	Tinag	ENSG00000137251	TINAG
ENSMUSG00000034640	Tiparp	ENSG00000163659	TIPARP
ENSMUSG00000024812	Tjp2	ENSG00000119139	TJP2
ENSMUSG00000024812	Tjp2	ENSG00000285130	
ENSMUSG00000021957	Tkt	ENSG00000163931	TKT
ENSMUSG00000024642	Tle4	ENSG00000106829	TLE4
ENSMUSG00000052698	Tln2	ENSG00000171914	TLN2
ENSMUSG00000079164	Tlr5	ENSG00000187554	TLR5
ENSMUSG00000028563	Tm2d1	ENSG00000162604	TM2D1
ENSMUSG00000030126	Tmcc1	ENSG00000172765	TMCC1
ENSMUSG00000027956	Tmem144	ENSG00000164124	TMEM144
ENSMUSG00000050640	Tmem150c	ENSG00000249242	TMEM150C
ENSMUSG00000019158	Tmem160	ENSG00000130748	TMEM160
ENSMUSG00000047045	Tmem164	ENSG00000157600	TMEM164
ENSMUSG00000024245	Tmem178	ENSG00000152154	TMEM178A
ENSMUSG00000079588	Tmem182		
ENSMUSG00000042305	Tmem183a	ENSG00000163444	TMEM183A
ENSMUSG00000009035	Tmem184b	ENSG00000198792	TMEM184B
ENSMUSG00000049420	Tmem200a	ENSG00000164484	TMEM200A
ENSMUSG00000045036	Tmem232	ENSG00000186952	TMEM232
ENSMUSG00000055296	Tmem245	ENSG00000106771	TMEM245
ENSMUSG00000032328	Tmem30a	ENSG00000112697	TMEM30A
ENSMUSG00000031791	Tmem38a	ENSG00000072954	TMEM38A
ENSMUSG00000059900	Tmem40	ENSG00000088726	TMEM40
ENSMUSG00000019961	Tmpo		
ENSMUSG00000049775	Tmsb4x	ENSG00000154620	TMSB4Y
ENSMUSG00000021072	Tmx1	ENSG00000139921	TMX1
ENSMUSG00000028965	Tnfrsf9	ENSG00000049249	TNFRSF9
ENSMUSG00000020400	Tnip1	ENSG00000145901	TNIP1
ENSMUSG00000031529	Tnks	ENSG00000173273	TNKS
ENSMUSG00000040086	Tnni3k	ENSG00000259030	FPGT-TNNI3K
ENSMUSG00000040086	Tnni3k	ENSG00000116783	TNNI3K
ENSMUSG00000026182	Tnp1	ENSG00000118245	TNP1
ENSMUSG00000047888	Tnrc6b	ENSG00000100354	TNRC6B
ENSMUSG00000055322	Tns1	ENSG00000079308	TNS1
ENSMUSG00000020422	Tns3	ENSG00000136205	TNS3
ENSMUSG00000074607	Tox2	ENSG00000124191	TOX2
ENSMUSG00000035274	Tpbg	ENSG00000146242	TPBG
ENSMUSG00000032366	Tpm1	ENSG00000140416	TPM1
ENSMUSG00000019842	Traf3ip2	ENSG00000056972	TRAF3IP2
ENSMUSG00000038102	Trappc11	ENSG00000168538	TRAPPC11
ENSMUSG00000020601	Trib2	ENSG00000071575	TRIB2
ENSMUSG00000020455	Trim11	ENSG00000154370	TRIM11
ENSMUSG00000051675	Trim32	ENSG00000119401	TRIM32
ENSMUSG00000018548	Trim37	ENSG00000108395	TRIM37
ENSMUSG00000062077	Trim54	ENSG00000138100	TRIM54
ENSMUSG00000060913	Trim55	ENSG00000147573	TRIM55
ENSMUSG00000028834	Trim63	ENSG00000158022	TRIM63
ENSMUSG00000025034	Trim8	ENSG00000171206	TRIM8
ENSMUSG00000022263	Trio	ENSG00000038382	TRIO
ENSMUSG00000068735	Trp53i11	ENSG00000175274	TP53I11
ENSMUSG00000022510	Trp63	ENSG00000073282	TP63
ENSMUSG00000052387	Trpm3	ENSG00000083067	TRPM3
ENSMUSG00000010538	Tsacc	ENSG00000163467	TSACC
ENSMUSG00000022010	Tsc22d1	ENSG00000102804	TSC22D1
ENSMUSG00000021217	Tshz3	ENSG00000121297	TSHZ3
ENSMUSG00000027217	Tspan18	ENSG00000157570	TSPAN18
ENSMUSG00000027194	Ttc17	ENSG00000052841	TTC17
ENSMUSG00000037101	Ttc29	ENSG00000137473	TTC29
ENSMUSG00000021013	Ttc8	ENSG00000165533	TTC8
ENSMUSG00000026885	Ttll11	ENSG00000175764	TTLL11
ENSMUSG00000036745	Ttll7	ENSG00000137941	TTLL7
ENSMUSG00000051747	Ttn	ENSG00000155657	TTN
ENSMUSG00000067338	Tuba3b	ENSG00000075886	TUBA3D
ENSMUSG00000067338	Tuba3b	ENSG00000198033	TUBA3C
ENSMUSG00000035799	Twist1	ENSG00000122691	TWIST1
ENSMUSG00000038991	Txndc5	ENSG00000239264	TXNDC5
ENSMUSG00000034485	Uaca	ENSG00000137831	UACA
ENSMUSG00000028433	Ubap2	ENSG00000137073	UBAP2
ENSMUSG00000032020	Ubash3b	ENSG00000154127	UBASH3B
ENSMUSG00000032415	Ube2cbp	ENSG00000118420	UBE3D
ENSMUSG00000027011	Ube2e3	ENSG00000170035	UBE2E3
ENSMUSG00000039159	Ube2h	ENSG00000186591	UBE2H
ENSMUSG00000029203	Ube2k	ENSG00000078140	UBE2K
ENSMUSG00000036241	Ube2r2	ENSG00000107341	UBE2R2
ENSMUSG00000030870	Ubfd1	ENSG00000103353	UBFD1
ENSMUSG00000037470	Uggt1	ENSG00000136731	UGGT1
ENSMUSG00000022814	Umps	ENSG00000114491	UMPS
ENSMUSG00000018845	Unc45b	ENSG00000141161	UNC45B
ENSMUSG00000020099	Unc5b	ENSG00000107731	UNC5B
ENSMUSG00000063626	Unc5d	ENSG00000156687	UNC5D
ENSMUSG00000068284	Usf3	ENSG00000176542	USF3
ENSMUSG00000026609	Ush2a	ENSG00000042781	USH2A
ENSMUSG00000028560	Usp1	ENSG00000162607	USP1
